index,Open,High,Low,Close,Volume,Ticker
2011-01-03 09:30:00,819.74,828.494,818.905,823.753,64,YINN
2011-01-03 09:31:00,826.289,831.21,825.447,830.106,133,YINN
2011-01-03 09:33:00,829.564,831.228,828.719,830.124,30,YINN
2011-01-03 09:34:00,832.384,834.053,831.535,832.946,15,YINN
2011-01-03 09:35:00,832.293,834.691,830.899,832.309,73,YINN
2011-01-03 09:37:00,832.293,833.962,831.445,832.855,8,YINN
2011-01-03 09:38:00,833.202,834.874,832.353,833.765,10,YINN
2011-01-03 09:39:00,833.602,835.275,831.446,832.857,30,YINN
2011-01-03 09:40:00,833.748,836.15,832.899,834.858,20,YINN
2011-01-03 09:41:00,834.476,836.332,833.462,834.876,25,YINN
2011-01-03 09:42:00,834.656,836.33,833.805,835.22,10,YINN
2011-01-03 09:43:00,834.659,836.697,833.809,835.586,80,YINN
2011-01-03 09:44:00,835.531,837.207,834.68,836.096,50,YINN
2011-01-03 09:45:00,835.567,838.52,834.716,837.406,47,YINN
2011-01-03 09:46:00,837.93,839.611,837.077,838.497,11,YINN
2011-01-03 09:47:00,836.75,838.428,835.897,837.315,17,YINN
2011-01-03 09:48:00,835.933,837.973,835.081,836.86,15,YINN
2011-01-03 09:49:00,836.659,839.249,835.806,837.406,56,YINN
2011-01-03 09:50:00,837.932,839.613,836.915,838.335,55,YINN
2011-01-03 09:54:00,836.804,838.483,835.952,837.37,5,YINN
2011-01-03 09:55:00,836.568,838.246,835.625,837.042,30,YINN
2011-01-03 09:57:00,838.112,839.794,837.258,838.679,15,YINN
2011-01-03 09:58:00,837.525,839.205,835.806,837.224,60,YINN
2011-01-03 09:59:00,836.477,838.155,835.625,837.042,25,YINN
2011-01-03 10:00:00,836.841,838.52,835.988,837.406,10,YINN
2011-01-03 10:01:00,836.477,838.155,834.352,835.768,63,YINN
2011-01-03 10:02:00,835.749,837.608,834.898,836.316,30,YINN
2011-01-03 10:03:00,835.167,837.063,834.316,835.95,80,YINN
2011-01-03 10:04:00,834.839,836.516,833.807,835.222,35,YINN
2011-01-03 10:05:00,835.749,837.608,834.534,836.496,105,YINN
2011-01-03 10:06:00,836.841,838.52,834.716,836.132,55,YINN
2011-01-03 10:07:00,835.931,837.608,835.079,836.496,25,YINN
2011-01-03 10:08:00,836.753,838.432,835.901,837.319,5,YINN
2011-01-03 10:11:00,838.66,840.342,837.615,839.036,70,YINN
2011-01-03 10:12:00,837.941,839.622,837.088,838.508,12,YINN
2011-01-03 10:13:00,838.478,840.16,837.26,838.681,85,YINN
2011-01-03 10:14:00,838.66,840.342,837.805,839.227,24,YINN
2011-01-03 10:15:00,838.66,842.165,837.805,841.047,35,YINN
2011-01-03 10:16:00,841.207,844.898,840.35,842.959,85,YINN
2011-01-03 10:19:00,841.934,843.624,841.077,842.503,7,YINN
2011-01-03 10:21:00,841.934,843.806,840.684,842.321,93,YINN
2011-01-03 10:22:00,841.607,843.295,840.75,842.176,25,YINN
2011-01-03 10:24:00,840.479,842.165,839.623,841.047,5,YINN
