index,Close,High,Low,n,Open,v,vw,symbol
2022-01-03 09:30:00-05:00,35.43,35.43,35.43,4,35.43,7182,35.430071,UMDD
2022-01-03 09:31:00-05:00,35.4284,35.4284,35.4284,1,35.4284,3168,35.4284,UMDD
2022-01-03 09:33:00-05:00,35.705,35.705,35.705,1,35.705,605,35.705,UMDD
2022-01-03 09:34:00-05:00,35.74,35.74,35.74,5,35.74,530,35.743938,UMDD
2022-01-03 09:37:00-05:00,35.85,35.85,35.85,1,35.85,300,35.85,UMDD
2022-01-03 09:39:00-05:00,35.8699,35.8699,35.8699,2,35.8699,101,35.868218,UMDD
2022-01-03 09:44:00-05:00,35.53,35.53,35.53,3,35.53,727,35.530832,UMDD
2022-01-03 09:47:00-05:00,35.5599,35.5599,35.5599,1,35.5599,150,35.5599,UMDD
2022-01-03 09:48:00-05:00,35.15,35.15,35.15,1,35.15,157,35.15,UMDD
2022-01-03 09:49:00-05:00,35.26,35.26,35.1501,3,35.1501,601,35.241381,UMDD
2022-01-03 09:52:00-05:00,35.485,35.485,35.485,1,35.485,275,35.485,UMDD
2022-01-03 10:07:00-05:00,35.75,35.775,35.75,3,35.775,700,35.753571,UMDD
2022-01-03 10:08:00-05:00,35.82,35.82,35.82,1,35.82,100,35.82,UMDD
2022-01-03 10:10:00-05:00,35.88,35.88,35.88,1,35.88,100,35.88,UMDD
2022-01-03 10:11:00-05:00,35.93,35.93,35.93,1,35.93,145,35.93,UMDD
2022-01-03 10:18:00-05:00,36.06,36.06,36.06,4,36.06,654,36.057248,UMDD
2022-01-03 10:20:00-05:00,35.84,35.84,35.84,1,35.84,200,35.84,UMDD
2022-01-03 10:21:00-05:00,35.825,35.825,35.825,1,35.825,100,35.825,UMDD
2022-01-03 10:22:00-05:00,35.845,35.845,35.845,1,35.845,150,35.845,UMDD
2022-01-03 10:23:00-05:00,35.89,35.925,35.88,4,35.88,1145,35.88593,UMDD
2022-01-03 10:25:00-05:00,35.99,35.99,35.99,3,35.99,151,35.993907,UMDD
2022-01-03 10:45:00-05:00,35.6052,35.6052,35.6052,2,35.6052,209,35.604115,UMDD
2022-01-03 11:03:00-05:00,35.27,35.27,35.27,1,35.27,170,35.27,UMDD
2022-01-03 11:04:00-05:00,35.2501,35.2501,35.2501,1,35.2501,127,35.2501,UMDD
2022-01-03 11:12:00-05:00,35.1599,35.1599,35.1599,3,35.1599,140,35.130139,UMDD
2022-01-03 11:13:00-05:00,35.06,35.06,35.06,3,35.06,452,35.059845,UMDD
2022-01-03 11:15:00-05:00,34.9107,34.9107,34.9107,1,34.9107,200,34.9107,UMDD
2022-01-03 11:30:00-05:00,35.005,35.005,35.005,1,35.005,200,35.005,UMDD
2022-01-03 12:05:00-05:00,34.86,34.86,34.86,3,34.86,985,34.858629,UMDD
2022-01-03 12:06:00-05:00,34.88,34.88,34.88,2,34.88,325,34.88,UMDD
2022-01-03 12:07:00-05:00,34.8607,34.8607,34.8607,3,34.8607,240,34.860736,UMDD
2022-01-03 12:27:00-05:00,34.8801,34.8801,34.8801,2,34.8801,125,34.88008,UMDD
2022-01-03 12:28:00-05:00,34.96,34.96,34.96,1,34.96,300,34.96,UMDD
2022-01-03 13:01:00-05:00,34.86,34.86,34.86,1,34.86,100,34.86,UMDD
2022-01-03 13:06:00-05:00,34.91,34.91,34.91,1,34.91,300,34.91,UMDD
2022-01-03 13:09:00-05:00,34.81,34.895,34.81,4,34.895,1476,34.872337,UMDD
2022-01-03 13:19:00-05:00,34.8638,34.8638,34.8638,5,34.8638,174,34.861972,UMDD
2022-01-03 13:33:00-05:00,34.81,34.81,34.81,1,34.81,100,34.81,UMDD
2022-01-03 13:38:00-05:00,34.8499,34.8499,34.8499,1,34.8499,500,34.8499,UMDD
2022-01-03 13:49:00-05:00,34.8132,34.8132,34.8132,1,34.8132,314,34.8132,UMDD
2022-01-03 13:57:00-05:00,34.93,34.93,34.93,3,34.93,550,34.931527,UMDD
2022-01-03 14:54:00-05:00,35.15,35.15,35.15,3,35.15,448,35.15,UMDD
2022-01-03 15:28:00-05:00,35.3187,35.3187,35.3187,1,35.3187,1319,35.3187,UMDD
2022-01-03 15:50:00-05:00,35.3765,35.3765,35.3765,1,35.3765,110,35.3765,UMDD
2022-01-03 16:00:00-05:00,35.32,35.32,35.32,2,35.32,1626,35.32,UMDD
2022-01-03 09:33:00-05:00,20.563,20.563,20.505,8,20.51,800,20.535875,SMDD
2022-01-03 10:18:00-05:00,20.4,20.4,20.4,3,20.4,257,20.401751,SMDD
2022-01-03 10:27:00-05:00,20.401,20.401,20.401,2,20.401,265,20.40186,SMDD
2022-01-03 11:16:00-05:00,21.017,21.017,21.011,6,21.011,464,21.017737,SMDD
2022-01-03 11:19:00-05:00,21.07,21.07,21.07,1,21.07,100,21.07,SMDD
2022-01-03 13:17:00-05:00,21.1499,21.1499,21.1499,1,21.1499,100,21.1499,SMDD
2022-01-03 14:17:00-05:00,20.95,20.95,20.95,1,20.95,100,20.95,SMDD
2022-01-03 14:41:00-05:00,20.96,20.9635,20.96,3,20.9635,250,20.9614,SMDD
2022-01-03 15:04:00-05:00,20.891,20.891,20.891,4,20.891,4000,20.891,SMDD
2022-01-03 16:00:00-05:00,20.8,20.8,20.8,2,20.8,200,20.8,SMDD
2022-01-04 09:30:00-05:00,35.59,35.59,35.59,2,35.59,466,35.59,UMDD
2022-01-04 09:34:00-05:00,36.24,36.24,36.24,6,36.24,1242,36.241296,UMDD
2022-01-04 09:37:00-05:00,36.28,36.28,36.28,2,36.28,200,36.267,UMDD
2022-01-04 09:38:00-05:00,36.27,36.27,36.27,2,36.27,104,36.268077,UMDD
2022-01-04 09:39:00-05:00,36.305,36.305,36.3011,2,36.3011,452,36.302412,UMDD
2022-01-04 09:43:00-05:00,36.4499,36.4499,36.37,8,36.429,1000,36.426299,UMDD
2022-01-04 09:53:00-05:00,36.36,36.36,36.36,1,36.36,100,36.36,UMDD
2022-01-04 09:56:00-05:00,36.2,36.2,36.2,2,36.2,300,36.2,UMDD
2022-01-04 09:57:00-05:00,36.2499,36.2499,36.2499,2,36.2499,600,36.2499,UMDD
2022-01-04 10:06:00-05:00,36.04,36.04,36.04,1,36.04,198,36.04,UMDD
2022-01-04 10:17:00-05:00,36.04,36.04,36.04,3,36.04,240,36.026667,UMDD
