index,Close,High,Low,n,Open,v,vw,symbol
2021-01-04 09:30:00-05:00,103.93,103.93,103.93,2,103.93,1975,103.93,UMDD
2021-01-04 09:32:00-05:00,103.32,103.32,103.32,1,103.32,122,103.32,UMDD
2021-01-04 09:34:00-05:00,102.8007,102.925,102.8007,3,102.925,412,102.854332,UMDD
2021-01-04 09:41:00-05:00,102.3,102.3,102.3,1,102.3,200,102.3,UMDD
2021-01-04 09:46:00-05:00,102.875,102.875,102.875,1,102.875,176,102.875,UMDD
2021-01-04 09:48:00-05:00,102.67,102.67,102.47,15,102.47,565,102.521087,UMDD
2021-01-04 10:01:00-05:00,101.591,101.591,101.591,26,101.591,401,101.581332,UMDD
2021-01-04 10:06:00-05:00,101.2291,101.2291,101.2291,1,101.2291,127,101.2291,UMDD
2021-01-04 10:13:00-05:00,101.042,101.042,101.042,1,101.042,125,101.042,UMDD
2021-01-04 10:21:00-05:00,101.12,101.26,101.12,4,101.26,1275,101.12902,UMDD
2021-01-04 10:52:00-05:00,98.09,98.09,98.09,1,98.09,200,98.09,UMDD
2021-01-04 11:09:00-05:00,95.42,95.7032,95.42,10,95.7032,3276,95.522644,UMDD
2021-01-04 11:10:00-05:00,95.47,95.47,95.405,2,95.405,282,95.439574,UMDD
2021-01-04 11:11:00-05:00,95.765,95.765,95.61,6,95.61,332,95.670889,UMDD
2021-01-04 11:53:00-05:00,97.135,97.135,97.135,1,97.135,100,97.135,UMDD
2021-01-04 12:31:00-05:00,95.025,95.025,95.025,2,95.025,101,95.024752,UMDD
2021-01-04 12:32:00-05:00,95.21,95.21,95.21,2,95.21,105,95.208576,UMDD
2021-01-04 13:07:00-05:00,96.0,96.0,96.0,3,96.0,285,96.0,UMDD
2021-01-04 13:08:00-05:00,96.2,96.2,96.2,2,96.2,175,96.223571,UMDD
2021-01-04 13:38:00-05:00,97.29,97.29,97.29,1,97.29,100,97.29,UMDD
2021-01-04 13:48:00-05:00,97.335,97.335,97.335,1,97.335,100,97.335,UMDD
2021-01-04 14:05:00-05:00,97.09,97.1,97.09,3,97.095,328,97.094573,UMDD
2021-01-04 14:35:00-05:00,96.0496,96.0496,96.0496,1,96.0496,160,96.0496,UMDD
2021-01-04 14:55:00-05:00,95.94,95.94,95.94,1,95.94,100,95.94,UMDD
2021-01-04 15:09:00-05:00,96.0002,96.02,96.0002,7,96.02,502,96.011545,UMDD
2021-01-04 15:15:00-05:00,96.2611,96.2611,96.2611,1,96.2611,150,96.2611,UMDD
2021-01-04 15:18:00-05:00,96.1099,96.1099,96.1099,1,96.1099,100,96.1099,UMDD
2021-01-04 15:37:00-05:00,96.86,96.86,96.86,3,96.86,391,96.847604,UMDD
2021-01-04 15:59:00-05:00,96.59,96.59,96.59,32,96.59,475,96.600737,UMDD
2021-01-04 16:00:00-05:00,96.71,96.71,96.71,2,96.71,1138,96.71,UMDD
2021-01-04 09:30:00-05:00,6.15,6.16,6.15,4,6.16,5100,6.151961,SMDD
2021-01-04 09:32:00-05:00,6.15,6.1512,6.15,9,6.1512,3389,6.150602,SMDD
2021-01-04 09:34:00-05:00,6.18,6.18,6.171,5,6.171,5005,6.178019,SMDD
2021-01-04 09:35:00-05:00,6.2,6.2,6.2,1,6.2,1420,6.2,SMDD
2021-01-04 09:48:00-05:00,6.19,6.19,6.19,1,6.19,185,6.19,SMDD
2021-01-04 09:57:00-05:00,6.23,6.2344,6.23,5,6.23,5200,6.231015,SMDD
2021-01-04 09:58:00-05:00,6.22,6.22,6.22,2,6.22,500,6.22052,SMDD
2021-01-04 09:59:00-05:00,6.23,6.23,6.23,1,6.23,500,6.23,SMDD
2021-01-04 10:00:00-05:00,6.2344,6.2344,6.2344,1,6.2344,1000,6.2344,SMDD
2021-01-04 10:08:00-05:00,6.3,6.3,6.3,1,6.3,100,6.3,SMDD
2021-01-04 10:33:00-05:00,6.3388,6.3388,6.3388,1,6.3388,1000,6.3388,SMDD
2021-01-04 10:40:00-05:00,6.38,6.38,6.371,2,6.371,285,6.376842,SMDD
2021-01-04 10:45:00-05:00,6.4,6.4,6.4,2,6.4,320,6.39875,SMDD
2021-01-04 10:50:00-05:00,6.4,6.4,6.4,1,6.4,250,6.4,SMDD
2021-01-04 10:52:00-05:00,6.47,6.47,6.47,1,6.47,2500,6.47,SMDD
2021-01-04 10:53:00-05:00,6.49,6.49,6.49,1,6.49,185,6.49,SMDD
2021-01-04 10:56:00-05:00,6.55,6.55,6.55,1,6.55,100,6.55,SMDD
2021-01-04 10:57:00-05:00,6.57,6.57,6.57,1,6.57,1000,6.57,SMDD
2021-01-04 10:59:00-05:00,6.544,6.544,6.53,2,6.53,1200,6.541667,SMDD
2021-01-04 11:01:00-05:00,6.52,6.52,6.52,1,6.52,100,6.52,SMDD
2021-01-04 11:02:00-05:00,6.56,6.56,6.56,1,6.56,191,6.56,SMDD
2021-01-04 11:03:00-05:00,6.5599,6.5599,6.5599,1,6.5599,1500,6.5599,SMDD
2021-01-04 11:04:00-05:00,6.6,6.6,6.6,2,6.6,500,6.6,SMDD
2021-01-04 11:07:00-05:00,6.6097,6.61,6.6097,5,6.61,450,6.609478,SMDD
