index,Close,High,Low,n,Open,v,vw,symbol
2018-01-02 09:30:00-05:00,117.05,117.05,117.05,2,117.05,603,117.049701,UMDD
2018-01-02 09:37:00-05:00,116.369,116.369,115.81,46,115.86,2070,116.063099,UMDD
2018-01-02 09:53:00-05:00,116.0,116.0,116.0,2,116.0,160,116.0,UMDD
2018-01-02 11:17:00-05:00,117.7,117.82,117.7,9,117.82,2965,117.722732,UMDD
2018-01-02 12:08:00-05:00,117.615,117.64,117.6,15,117.615,1500,117.618667,UMDD
2018-01-02 12:30:00-05:00,117.8799,117.8799,117.8799,1,117.8799,100,117.8799,UMDD
2018-01-02 13:16:00-05:00,117.64,117.65,117.634,8,117.64,705,117.647312,UMDD
2018-01-02 13:19:00-05:00,117.56,117.56,117.56,1,117.56,1000,117.56,UMDD
2018-01-02 14:13:00-05:00,117.6,117.6,117.6,2,117.6,250,117.576,UMDD
2018-01-02 14:20:00-05:00,117.2,117.2,117.2,1,117.2,101,117.2,UMDD
2018-01-02 14:34:00-05:00,117.25,117.27,117.25,2,117.27,200,117.26,UMDD
2018-01-02 14:38:00-05:00,117.2,117.2,117.2,1,117.2,480,117.2,UMDD
2018-01-02 14:56:00-05:00,117.27,117.27,117.27,1,117.27,100,117.27,UMDD
2018-01-02 15:40:00-05:00,117.64,117.64,117.64,1,117.64,100,117.64,UMDD
2018-01-02 15:50:00-05:00,117.74,117.74,117.586,5,117.586,556,117.573593,UMDD
2018-01-02 09:42:00-05:00,10.1601,10.1601,10.1601,1,10.1601,120,10.1601,SMDD
2018-01-02 15:59:00-05:00,10.0,10.0,10.0,3,10.0,320,10.0,SMDD
2018-01-03 09:30:00-05:00,118.29,118.29,118.29,12,118.29,624,118.368766,UMDD
2018-01-03 09:39:00-05:00,118.5,118.5,118.5,2,118.5,582,118.5,UMDD
2018-01-03 10:37:00-05:00,119.4085,119.4085,119.4085,1,119.4085,250,119.4085,UMDD
2018-01-03 11:06:00-05:00,118.808,118.808,118.808,1,118.808,1500,118.808,UMDD
2018-01-03 11:07:00-05:00,118.58,118.58,118.58,1,118.58,100,118.58,UMDD
