index,Open,High,Low,Close,Volume,Ticker
2019-01-02 09:30:00,13.606,13.648,13.509,13.585,1336,DRN
2019-01-02 09:36:00,13.385,13.452,13.163,13.238,2179,DRN
2019-01-02 09:45:00,13.266,13.315,13.171,13.254,201,DRN
2019-01-02 09:48:00,13.249,13.29,13.154,13.228,2100,DRN
2019-01-02 09:49:00,13.249,13.29,13.154,13.228,164,DRN
2019-01-02 09:50:00,13.181,13.222,13.044,13.118,480,DRN
2019-01-02 09:59:00,13.204,13.245,13.11,13.184,200,DRN
2019-01-02 10:01:00,13.263,13.304,13.168,13.243,345,DRN
2019-01-02 10:07:00,13.295,13.336,13.2,13.275,500,DRN
2019-01-02 10:08:00,13.334,13.435,13.239,13.373,1273,DRN
2019-01-02 10:11:00,13.404,13.445,13.308,13.383,275,DRN
2019-01-02 10:12:00,13.436,13.477,13.285,13.415,1794,DRN
2019-01-02 10:24:00,13.274,13.315,13.18,13.254,200,DRN
2019-01-02 10:25:00,13.33,13.371,13.234,13.309,200,DRN
2019-01-02 10:27:00,13.232,13.273,13.112,13.186,690,DRN
2019-01-02 10:28:00,13.189,13.23,13.044,13.118,2170,DRN
2019-01-02 10:32:00,13.096,13.136,13.002,13.075,1500,DRN
2019-01-02 10:36:00,13.062,13.102,12.968,13.041,100,DRN
2019-01-02 10:38:00,12.989,13.044,12.895,12.969,2419,DRN
2019-01-02 10:40:00,13.113,13.153,13.019,13.092,200,DRN
2019-01-02 10:43:00,13.155,13.196,13.061,13.135,333,DRN
2019-01-02 10:44:00,13.138,13.179,13.044,13.118,190,DRN
2019-01-02 10:45:00,13.212,13.253,13.118,13.192,3000,DRN
2019-01-02 10:49:00,13.138,13.179,13.044,13.118,200,DRN
2019-01-02 10:50:00,13.087,13.128,12.994,13.067,100,DRN
2019-01-02 10:52:00,13.168,13.209,13.074,13.148,1000,DRN
2019-01-02 10:57:00,13.232,13.281,13.12,13.201,10000,DRN
2019-01-02 10:59:00,13.223,13.289,13.129,13.211,8000,DRN
2019-01-02 11:01:00,13.249,13.29,13.123,13.215,10000,DRN
2019-01-02 11:07:00,13.164,13.205,13.07,13.143,800,DRN
