index,Open,High,Low,Close,Volume,Ticker
2024-01-02 09:30:00,27.61,27.61,27.55,27.55,3720,NVDU
2024-01-02 09:31:00,27.58,27.58,27.58,27.58,177,NVDU
2024-01-02 09:32:00,27.43,27.43,27.264,27.264,675,NVDU
2024-01-02 09:33:00,27.15,27.15,27.03,27.031,2914,NVDU
2024-01-02 09:34:00,27.0,27.0,26.79,26.79,5963,NVDU
2024-01-02 09:35:00,26.86,27.0,26.86,26.99,2703,NVDU
2024-01-02 09:36:00,26.926,26.926,26.773,26.773,1520,NVDU
2024-01-02 09:37:00,26.79,26.79,26.77,26.77,2012,NVDU
2024-01-02 09:38:00,26.77,26.81,26.74,26.761,1949,NVDU
2024-01-02 09:39:00,26.77,26.81,26.7,26.7,458,NVDU
2024-01-02 09:40:00,26.66,26.66,26.66,26.66,526,NVDU
2024-01-02 09:41:00,26.66,26.66,26.5,26.502,1293,NVDU
2024-01-02 09:42:00,26.52,26.52,26.499,26.499,804,NVDU
2024-01-02 09:43:00,26.45,26.45,26.44,26.445,614,NVDU
2024-01-02 09:44:00,26.45,26.485,26.45,26.485,1101,NVDU
2024-01-02 09:46:00,26.56,26.56,26.56,26.56,134,NVDU
2024-01-02 09:47:00,26.499,26.499,26.499,26.499,600,NVDU
2024-01-02 09:48:00,26.48,26.48,26.42,26.42,814,NVDU
2024-01-02 09:49:00,26.4,26.4,26.35,26.35,1607,NVDU
2024-01-02 09:50:00,26.35,26.35,26.344,26.344,540,NVDU
2024-01-02 09:51:00,26.41,26.41,26.41,26.41,114,NVDU
2024-01-02 09:52:00,26.35,26.35,26.271,26.271,1989,NVDU
2024-01-02 09:53:00,26.36,26.37,26.33,26.37,2406,NVDU
2024-01-02 09:54:00,26.413,26.413,26.413,26.413,234,NVDU
2024-01-02 09:55:00,26.36,26.42,26.36,26.42,1038,NVDU
2024-01-02 09:56:00,26.361,26.361,26.29,26.29,1432,NVDU
2024-01-02 09:57:00,26.271,26.271,26.271,26.271,553,NVDU
2024-01-02 09:58:00,26.302,26.302,26.302,26.302,196,NVDU
2024-01-02 09:59:00,26.45,26.454,26.45,26.454,777,NVDU
2024-01-02 10:00:00,26.465,26.509,26.46,26.46,2152,NVDU
2024-01-02 10:01:00,26.464,26.464,26.464,26.464,408,NVDU
2024-01-02 10:02:00,26.49,26.52,26.49,26.52,260,NVDU
2024-01-02 10:03:00,26.43,26.43,26.43,26.43,437,NVDU
2024-01-02 10:04:00,26.46,26.48,26.46,26.48,500,NVDU
2024-01-02 10:06:00,26.43,26.45,26.42,26.45,735,NVDU
2024-01-02 10:07:00,26.42,26.42,26.42,26.42,2022,NVDU
2024-01-02 10:11:00,26.36,26.36,26.36,26.36,170,NVDU
2024-01-02 10:14:00,26.41,26.41,26.39,26.39,400,NVDU
2024-01-02 10:15:00,26.36,26.36,26.36,26.36,596,NVDU
2024-01-02 10:16:00,26.422,26.422,26.422,26.422,299,NVDU
2024-01-02 10:17:00,26.45,26.46,26.45,26.46,508,NVDU
2024-01-02 10:20:00,26.36,26.36,26.36,26.36,353,NVDU
2024-01-02 10:22:00,26.433,26.433,26.433,26.433,341,NVDU
2024-01-02 10:23:00,26.44,26.46,26.44,26.447,1385,NVDU
2024-01-02 10:25:00,26.507,26.507,26.507,26.507,166,NVDU
2024-01-02 10:26:00,26.4,26.4,26.4,26.4,1061,NVDU
2024-01-02 10:28:00,26.33,26.33,26.285,26.285,1173,NVDU
2024-01-02 10:29:00,26.27,26.29,26.27,26.29,593,NVDU
2024-01-02 10:30:00,26.25,26.27,26.25,26.27,721,NVDU
2024-01-02 10:31:00,26.265,26.265,26.25,26.25,1005,NVDU
2024-01-02 10:34:00,26.386,26.386,26.386,26.386,103,NVDU
2024-01-02 10:36:00,26.332,26.332,26.332,26.332,214,NVDU
2024-01-02 10:38:00,26.302,26.302,26.302,26.302,340,NVDU
2024-01-02 10:39:00,26.332,26.332,26.332,26.332,100,NVDU
2024-01-02 10:41:00,26.31,26.31,26.31,26.31,368,NVDU
2024-01-02 10:44:00,26.313,26.313,26.313,26.313,300,NVDU
2024-01-02 11:00:00,26.38,26.38,26.38,26.38,200,NVDU
2024-01-02 11:01:00,26.42,26.42,26.42,26.42,460,NVDU
2024-01-02 11:10:00,26.527,26.527,26.525,26.525,400,NVDU
2024-01-02 11:11:00,26.534,26.534,26.534,26.534,479,NVDU
2024-01-02 11:12:00,26.56,26.56,26.56,26.56,1510,NVDU
2024-01-02 11:14:00,26.55,26.55,26.55,26.55,780,NVDU
2024-01-02 11:17:00,26.53,26.53,26.53,26.53,100,NVDU
2024-01-02 11:20:00,26.59,26.59,26.59,26.59,300,NVDU
2024-01-02 11:22:00,26.58,26.58,26.58,26.58,450,NVDU
2024-01-02 11:23:00,26.569,26.569,26.569,26.569,101,NVDU
2024-01-02 11:29:00,26.65,26.65,26.65,26.65,100,NVDU
2024-01-02 11:30:00,26.68,26.68,26.68,26.68,200,NVDU
2024-01-02 11:32:00,26.7,26.7,26.682,26.682,886,NVDU
2024-01-02 11:37:00,26.69,26.708,26.69,26.708,1001,NVDU
2024-01-02 11:43:00,26.649,26.649,26.649,26.649,100,NVDU
2024-01-02 11:44:00,26.65,26.65,26.65,26.65,100,NVDU
2024-01-02 11:45:00,26.68,26.68,26.68,26.68,100,NVDU
2024-01-02 11:51:00,26.755,26.755,26.755,26.755,164,NVDU
2024-01-02 12:24:00,26.63,26.63,26.63,26.63,141,NVDU
2024-01-02 12:48:00,26.71,26.71,26.71,26.71,100,NVDU
2024-01-02 12:49:00,26.759,26.759,26.759,26.759,4584,NVDU
2024-01-02 12:51:00,26.74,26.74,26.74,26.74,2502,NVDU
2024-01-02 12:54:00,26.72,26.72,26.72,26.72,209,NVDU
2024-01-02 12:55:00,26.68,26.68,26.68,26.68,500,NVDU
2024-01-02 12:56:00,26.669,26.669,26.669,26.669,200,NVDU
2024-01-02 13:01:00,26.64,26.655,26.64,26.655,1106,NVDU
2024-01-02 13:02:00,26.592,26.592,26.592,26.592,255,NVDU
2024-01-02 13:04:00,26.554,26.554,26.54,26.54,750,NVDU
2024-01-02 13:07:00,26.52,26.52,26.52,26.52,100,NVDU
2024-01-02 13:08:00,26.5,26.5,26.5,26.5,4905,NVDU
