index,Open,High,Low,Close,Volume,Ticker
2019-01-02 09:31:00,555.838,556.968,553.82,555.358,5,DPST
2019-01-02 09:32:00,565.102,566.251,560.115,561.671,15,DPST
2019-01-02 09:36:00,562.138,563.281,560.097,561.652,115,DPST
2019-01-02 09:43:00,563.435,564.58,561.204,562.763,50,DPST
2019-01-02 09:45:00,574.181,575.348,572.096,573.685,70,DPST
2019-01-02 09:50:00,568.252,569.407,566.189,567.761,5,DPST
2019-01-02 09:59:00,578.998,580.175,576.896,578.498,10,DPST
2019-01-02 10:18:00,586.595,587.787,584.465,586.088,22,DPST
2019-01-02 10:25:00,594.932,596.142,592.772,594.418,50,DPST
2019-01-02 10:28:00,596.327,598.184,594.162,595.888,71,DPST
2019-01-02 10:29:00,596.97,598.496,594.803,596.766,22,DPST
2019-01-02 10:34:00,590.115,591.315,587.972,589.605,10,DPST
2019-01-02 10:35:00,592.524,593.728,587.972,589.605,214,DPST
2019-01-02 10:42:00,592.153,593.357,590.003,591.642,5,DPST
2019-01-02 10:43:00,592.153,594.471,590.003,592.752,11,DPST
2019-01-02 10:46:00,596.6,597.813,594.433,596.084,5,DPST
2019-01-02 10:57:00,606.84,608.074,604.637,606.316,6,DPST
2019-01-02 11:22:00,608.643,609.88,606.433,608.117,15,DPST
2019-01-02 11:23:00,606.785,608.018,604.581,606.26,5,DPST
2019-01-02 11:27:00,609.014,610.252,606.802,608.487,5,DPST
2019-01-02 11:38:00,605.086,606.316,602.888,604.563,17,DPST
2019-01-02 11:40:00,608.087,609.323,605.879,607.562,7,DPST
2019-01-02 11:42:00,611.285,612.528,609.065,610.757,25,DPST
2019-01-02 11:54:00,609.477,610.716,607.264,608.95,7,DPST
2019-01-02 11:59:00,601.851,603.074,599.665,601.331,50,DPST
2019-01-02 12:00:00,601.973,603.197,599.787,601.453,7,DPST
2019-01-02 12:03:00,600.787,602.009,598.605,600.268,5,DPST
2019-01-02 12:06:00,597.526,598.741,595.356,597.01,11,DPST
2019-01-02 12:16:00,592.894,594.1,590.741,592.382,63,DPST
2019-01-02 13:05:00,601.602,602.825,599.418,601.083,5,DPST
2019-01-02 13:18:00,597.775,598.99,595.604,597.258,5,DPST
2019-01-02 13:55:00,602.344,603.568,600.156,601.823,5,DPST
2019-01-02 14:09:00,605.864,607.096,603.664,605.34,5,DPST
2019-01-02 14:15:00,602.344,603.568,600.156,601.823,45,DPST
2019-01-02 14:20:00,603.085,604.311,600.895,602.564,40,DPST
2019-01-02 14:23:00,604.346,605.575,602.152,603.824,5,DPST
2019-01-02 14:32:00,608.73,609.968,606.52,608.204,7,DPST
